weak,strong,sentence,Yes,No,answer
possible,certain,The approval is possible.,The approval is not certain.,The approval is certain.,Yes
possible,certain,The partnership is possible.,The partnership is not certain.,The partnership is certain.,Yes
possible,certain,Implementation is possible.,Implementation is not certain.,Implementation is certain.,Yes
possible,certain,Adaptation is possible.,Adaptation is not certain.,Adaptation is certain.,Yes
possible,certain,Resilience is possible.,Resilience is not certain.,Resilience is certain.,Yes
possible,certain,Diversity is possible.,Diversity is not certain.,Diversity is certain.,Yes
possible,certain,Survival is possible.,Survival is not certain.,Survival is certain.,Yes
possible,certain,A resolution is possible.,A resolution is not certain.,A resolution is certain.,Yes
possible,certain,A new beginning is possible.,A new beginning is not certain.,A new beginning is certain.,Yes
possible,certain,Freedom is possible.,Freedom is not certain.,Freedom is certain.,Yes
possible,certain,Partnership is possible.,Partnership is not certain.,Partnership is certain.,Yes
possible,certain,Effective communication is possible.,Effective communication is not certain.,Effective communication is certain.,Yes
possible,certain,Harmony is possible.,Harmony is not certain.,Harmony is certain.,Yes
possible,certain,Optimism is possible.,Optimism is not certain.,Optimism is certain.,Yes
possible,certain,Reaching a consensus is possible.,Reaching a consensus is not certain.,Reaching a consensus is certain.,Yes
possible,certain,The team's advancement is possible.,The team's advancement is not certain.,The team's advancement is certain.,Yes
possible,certain,Hope is possible.,Hope is not certain.,Hope is certain.,Yes
possible,certain,Compassion is possible.,Compassion is not certain.,Compassion is certain.,Yes
possible,certain,The product's launch is possible.,The product's launch is not certain.,The product's launch is certain.,Yes
possible,certain,Kindness is possible.,Kindness is not certain.,Kindness is certain.,Yes
possible,certain,A favorable response is possible.,A favorable response is not certain.,A favorable response is certain.,Yes
possible,certain,Effort is possible.,Effort is not certain.,Effort is certain.,Yes
possible,certain,A better future is possible.,A better future is not certain.,A better future is certain.,Yes
possible,certain,Their continued support is possible.,Their continued support is not certain.,Their continued support is certain.,Yes
possible,certain,Their attendance at the event is possible.,Their attendance at the event is not certain.,Their attendance at the event is certain.,Yes
possible,certain,Learning is possible.,Learning is not certain.,Learning is certain.,Yes
possible,certain,A significant impact is possible.,A significant impact is not certain.,A significant impact is certain.,Yes
possible,certain,Change is possible.,Change is not certain.,Change is certain.,Yes
possible,certain,Renewal is possible.,Renewal is not certain.,Renewal is certain.,Yes
possible,certain,Curiosity is possible.,Curiosity is not certain.,Curiosity is certain.,Yes
possible,certain,Finding common ground is possible.,Finding common ground is not certain.,Finding common ground is certain.,Yes
possible,certain,Integrity is possible.,Integrity is not certain.,Integrity is certain.,Yes
possible,certain,Positive feedback is possible.,Positive feedback is not certain.,Positive feedback is certain.,Yes
possible,certain,Creativity is possible.,Creativity is not certain.,Creativity is certain.,Yes
possible,certain,Perseverance is possible.,Perseverance is not certain.,Perseverance is certain.,Yes
possible,certain,Balance is possible.,Balance is not certain.,Balance is certain.,Yes
possible,certain,Immediate action is possible.,Immediate action is not certain.,Immediate action is certain.,Yes
possible,certain,Further collaboration is possible.,Further collaboration is not certain.,Further collaboration is certain.,Yes
possible,certain,Growth is possible.,Growth is not certain.,Growth is certain.,Yes
possible,certain,Recovery is possible.,Recovery is not certain.,Recovery is certain.,Yes
possible,certain,Understanding is possible.,Understanding is not certain.,Understanding is certain.,Yes
possible,certain,Progress is possible.,Progress is not certain.,Progress is certain.,Yes
possible,certain,Health is possible.,Health is not certain.,Health is certain.,Yes
possible,certain,Motivation is possible.,Motivation is not certain.,Motivation is certain.,Yes
possible,certain,Action is possible.,Action is not certain.,Action is certain.,Yes
possible,certain,Innovation is possible.,Innovation is not certain.,Innovation is certain.,Yes
possible,certain,Patience is possible.,Patience is not certain.,Patience is certain.,Yes
possible,certain,Improvement is possible.,Improvement is not certain.,Improvement is certain.,Yes
possible,certain,Efficiency is possible.,Efficiency is not certain.,Efficiency is certain.,Yes
possible,certain,Results are possible.,Results are not certain.,Results are certain.,Yes
possible,certain,Acceptance is possible.,Acceptance is not certain.,Acceptance is certain.,Yes
possible,certain,Equality is possible.,Equality is not certain.,Equality is certain.,Yes
possible,certain,Safety is possible.,Safety is not certain.,Safety is certain.,Yes
possible,certain,Independence is possible.,Independence is not certain.,Independence is certain.,Yes
possible,certain,Resolution is possible.,Resolution is not certain.,Resolution is certain.,Yes
possible,certain,Teamwork is possible.,Teamwork is not certain.,Teamwork is certain.,Yes
possible,certain,Exploration is possible.,Exploration is not certain.,Exploration is certain.,Yes
possible,certain,Productivity is possible.,Productivity is not certain.,Productivity is certain.,Yes
possible,certain,Sustainability is possible.,Sustainability is not certain.,Sustainability is certain.,Yes
possible,certain,Clarity is possible.,Clarity is not certain.,Clarity is certain.,Yes
possible,certain,Celebration is possible.,Celebration is not certain.,Celebration is certain.,Yes
possible,certain,Inclusion is possible.,Inclusion is not certain.,Inclusion is certain.,Yes
possible,certain,Dedication is possible.,Dedication is not certain.,Dedication is certain.,Yes
possible,certain,Transformation is possible.,Transformation is not certain.,Transformation is certain.,Yes
possible,certain,Initiative is possible.,Initiative is not certain.,Initiative is certain.,Yes
possible,certain,Achievement is possible.,Achievement is not certain.,Achievement is certain.,Yes
possible,certain,Friendship is possible.,Friendship is not certain.,Friendship is certain.,Yes
possible,certain,Adventure is possible.,Adventure is not certain.,Adventure is certain.,Yes
possible,certain,Trust is possible.,Trust is not certain.,Trust is certain.,Yes
possible,certain,Leadership is possible.,Leadership is not certain.,Leadership is certain.,Yes
possible,certain,Gratitude is possible.,Gratitude is not certain.,Gratitude is certain.,Yes
possible,certain,Progression is possible.,Progression is not certain.,Progression is certain.,Yes
possible,certain,Unity is possible.,Unity is not certain.,Unity is certain.,Yes
possible,certain,Discovery is possible.,Discovery is not certain.,Discovery is certain.,Yes
possible,certain,Collaboration is possible.,Collaboration is not certain.,Collaboration is certain.,Yes
possible,certain,Peace is possible.,Peace is not certain.,Peace is certain.,Yes
possible,certain,Knowledge is possible.,Knowledge is not certain.,Knowledge is certain.,Yes
possible,certain,Strength is possible.,Strength is not certain.,Strength is certain.,Yes
possible,certain,Justice is possible.,Justice is not certain.,Justice is certain.,Yes
possible,certain,Vision is possible.,Vision is not certain.,Vision is certain.,Yes
pretty,beautiful,The girl is pretty.,The girl is not beautiful.,The girl is beautiful.,Yes
pretty,beautiful,The flower is pretty.,The flower is not beautiful.,The flower is beautiful.,Yes
pretty,beautiful,The dress is pretty.,The dress is not beautiful.,The dress is beautiful.,Yes
pretty,beautiful,The painting is pretty.,The painting is not beautiful.,The painting is beautiful.,Yes
pretty,beautiful,The sunset is pretty.,The sunset is not beautiful.,The sunset is beautiful.,Yes
pretty,beautiful,The room is pretty.,The room is not beautiful.,The room is beautiful.,Yes
pretty,beautiful,The necklace is pretty.,The necklace is not beautiful.,The necklace is beautiful.,Yes
pretty,beautiful,The view is pretty.,The view is not beautiful.,The view is beautiful.,Yes
pretty,beautiful,The garden is pretty.,The garden is not beautiful.,The garden is beautiful.,Yes
pretty,beautiful,The ring is pretty.,The ring is not beautiful.,The ring is beautiful.,Yes
pretty,beautiful,The baby is pretty.,The baby is not beautiful.,The baby is beautiful.,Yes
pretty,beautiful,The house is pretty.,The house is not beautiful.,The house is beautiful.,Yes
pretty,beautiful,The park is pretty.,The park is not beautiful.,The park is beautiful.,Yes
pretty,beautiful,The picture is pretty.,The picture is not beautiful.,The picture is beautiful.,Yes
pretty,beautiful,The hairstyle is pretty.,The hairstyle is not beautiful.,The hairstyle is beautiful.,Yes
pretty,beautiful,The vase is pretty.,The vase is not beautiful.,The vase is beautiful.,Yes
pretty,beautiful,The mountain is pretty.,The mountain is not beautiful.,The mountain is beautiful.,Yes
pretty,beautiful,The beach is pretty.,The beach is not beautiful.,The beach is beautiful.,Yes
pretty,beautiful,The cat is pretty.,The cat is not beautiful.,The cat is beautiful.,Yes
pretty,beautiful,The smile is pretty.,The smile is not beautiful.,The smile is beautiful.,Yes
pretty,beautiful,The artwork is pretty.,The artwork is not beautiful.,The artwork is beautiful.,Yes
pretty,beautiful,The cake is pretty.,The cake is not beautiful.,The cake is beautiful.,Yes
pretty,beautiful,The lake is pretty.,The lake is not beautiful.,The lake is beautiful.,Yes
pretty,beautiful,The sky is pretty.,The sky is not beautiful.,The sky is beautiful.,Yes
pretty,beautiful,The outfit is pretty.,The outfit is not beautiful.,The outfit is beautiful.,Yes
pretty,beautiful,The jewelry is pretty.,The jewelry is not beautiful.,The jewelry is beautiful.,Yes
pretty,beautiful,The tree is pretty.,The tree is not beautiful.,The tree is beautiful.,Yes
pretty,beautiful,The star is pretty.,The star is not beautiful.,The star is beautiful.,Yes
pretty,beautiful,The scenery is pretty.,The scenery is not beautiful.,The scenery is beautiful.,Yes
pretty,beautiful,The butterfly is pretty.,The butterfly is not beautiful.,The butterfly is beautiful.,Yes
pretty,beautiful,The bird is pretty.,The bird is not beautiful.,The bird is beautiful.,Yes
pretty,beautiful,The river is pretty.,The river is not beautiful.,The river is beautiful.,Yes
pretty,beautiful,The poem is pretty.,The poem is not beautiful.,The poem is beautiful.,Yes
pretty,beautiful,The bracelet is pretty.,The bracelet is not beautiful.,The bracelet is beautiful.,Yes
pretty,beautiful,The lipstick is pretty.,The lipstick is not beautiful.,The lipstick is beautiful.,Yes
pretty,beautiful,The gift is pretty.,The gift is not beautiful.,The gift is beautiful.,Yes
pretty,beautiful,The table is pretty.,The table is not beautiful.,The table is beautiful.,Yes
pretty,beautiful,The candle is pretty.,The candle is not beautiful.,The candle is beautiful.,Yes
pretty,beautiful,The bouquet is pretty.,The bouquet is not beautiful.,The bouquet is beautiful.,Yes
pretty,beautiful,The scarf is pretty.,The scarf is not beautiful.,The scarf is beautiful.,Yes
pretty,beautiful,The dress design is pretty.,The dress design is not beautiful.,The dress design is beautiful.,Yes
pretty,beautiful,The smile in the photo is pretty.,The smile in the photo is not beautiful.,The smile in the photo is beautiful.,Yes
pretty,beautiful,The earrings are pretty.,The earrings are not beautiful.,The earrings are beautiful.,Yes
pretty,beautiful,The clouds are pretty.,The clouds are not beautiful.,The clouds are beautiful.,Yes
pretty,beautiful,The fountain is pretty.,The fountain is not beautiful.,The fountain is beautiful.,Yes
pretty,beautiful,The car is pretty.,The car is not beautiful.,The car is beautiful.,Yes
pretty,beautiful,The forest is pretty.,The forest is not beautiful.,The forest is beautiful.,Yes
pretty,beautiful,The city lights are pretty.,The city lights are not beautiful.,The city lights are beautiful.,Yes
pretty,beautiful,The handwriting on the card is pretty.,The handwriting on the card is not beautiful.,The handwriting on the card is beautiful.,Yes
pretty,beautiful,The playground is pretty.,The playground is not beautiful.,The playground is beautiful.,Yes
pretty,beautiful,The pastel colors are pretty.,The pastel colors are not beautiful.,The pastel colors are beautiful.,Yes
pretty,beautiful,The little bird is pretty.,The little bird is not beautiful.,The little bird is beautiful.,Yes
pretty,beautiful,The makeup is pretty.,The makeup is not beautiful.,The makeup is beautiful.,Yes
pretty,beautiful,The handwriting is pretty.,The handwriting is not beautiful.,The handwriting is beautiful.,Yes
pretty,beautiful,The mountain view is pretty.,The mountain view is not beautiful.,The mountain view is beautiful.,Yes
pretty,beautiful,The lake at sunrise is pretty.,The lake at sunrise is not beautiful.,The lake at sunrise is beautiful.,Yes
pretty,beautiful,The wedding gown is pretty.,The wedding gown is not beautiful.,The wedding gown is beautiful.,Yes
pretty,beautiful,The curtains in the room are pretty.,The curtains in the room are not beautiful.,The curtains in the room are beautiful.,Yes
pretty,beautiful,The decorated table is pretty.,The decorated table is not beautiful.,The decorated table is beautiful.,Yes
pretty,beautiful,The fall leaves are pretty.,The fall leaves are not beautiful.,The fall leaves are beautiful.,Yes
pretty,beautiful,The snowy landscape is pretty.,The snowy landscape is not beautiful.,The snowy landscape is beautiful.,Yes
pretty,beautiful,The blue ocean is pretty.,The blue ocean is not beautiful.,The blue ocean is beautiful.,Yes
pretty,beautiful,The village is pretty.,The village is not beautiful.,The village is beautiful.,Yes
pretty,beautiful,The clock on the wall is pretty.,The clock on the wall is not beautiful.,The clock on the wall is beautiful.,Yes
pretty,beautiful,The flower arrangement is pretty.,The flower arrangement is not beautiful.,The flower arrangement is beautiful.,Yes
pretty,beautiful,The autumn scenery is pretty.,The autumn scenery is not beautiful.,The autumn scenery is beautiful.,Yes
pretty,beautiful,The painting of the ocean is pretty.,The painting of the ocean is not beautiful.,The painting of the ocean is beautiful.,Yes
pretty,beautiful,The knitted sweater is pretty.,The knitted sweater is not beautiful.,The knitted sweater is beautiful.,Yes
pretty,beautiful,The traditional dress is pretty.,The traditional dress is not beautiful.,The traditional dress is beautiful.,Yes
pretty,beautiful,The picture frame is pretty.,The picture frame is not beautiful.,The picture frame is beautiful.,Yes
pretty,beautiful,The pillowcase design is pretty.,The pillowcase design is not beautiful.,The pillowcase design is beautiful.,Yes
pretty,beautiful,The chandelier is pretty.,The chandelier is not beautiful.,The chandelier is beautiful.,Yes
pretty,beautiful,The glass sculpture is pretty.,The glass sculpture is not beautiful.,The glass sculpture is beautiful.,Yes
pretty,beautiful,The castle is pretty.,The castle is not beautiful.,The castle is beautiful.,Yes
pretty,beautiful,The scrapbook page is pretty.,The scrapbook page is not beautiful.,The scrapbook page is beautiful.,Yes
pretty,beautiful,The gold bracelet is pretty.,The gold bracelet is not beautiful.,The gold bracelet is beautiful.,Yes
pretty,beautiful,The decorated cake is pretty.,The decorated cake is not beautiful.,The decorated cake is beautiful.,Yes
pretty,beautiful,The baby’s blanket is pretty.,The baby’s blanket is not beautiful.,The baby’s blanket is beautiful.,Yes
pretty,beautiful,The fabric pattern is pretty.,The fabric pattern is not beautiful.,The fabric pattern is beautiful.,Yes
pretty,beautiful,The embroidery on the pillow is pretty.,The embroidery on the pillow is not beautiful.,The embroidery on the pillow is beautiful.,Yes
pretty,beautiful,The tablecloth is pretty.,The tablecloth is not beautiful.,The tablecloth is beautiful.,Yes
pretty,beautiful,The vintage furniture is pretty.,The vintage furniture is not beautiful.,The vintage furniture is beautiful.,Yes
pretty,beautiful,The backyard garden is pretty.,The backyard garden is not beautiful.,The backyard garden is beautiful.,Yes
pretty,beautiful,The street lamp at night is pretty.,The street lamp at night is not beautiful.,The street lamp at night is beautiful.,Yes
pretty,beautiful,The snowy cabin is pretty.,The snowy cabin is not beautiful.,The snowy cabin is beautiful.,Yes
pretty,beautiful,The pink blossoms are pretty.,The pink blossoms are not beautiful.,The pink blossoms are beautiful.,Yes
pretty,beautiful,The riverbank is pretty.,The riverbank is not beautiful.,The riverbank is beautiful.,Yes
pretty,beautiful,The lilac bush is pretty.,The lilac bush is not beautiful.,The lilac bush is beautiful.,Yes
pretty,beautiful,The wedding venue is pretty.,The wedding venue is not beautiful.,The wedding venue is beautiful.,Yes
pretty,beautiful,The little girl’s shoes are pretty.,The little girl’s shoes are not beautiful.,The little girl’s shoes are beautiful.,Yes
pretty,beautiful,The butterfly wings are pretty.,The butterfly wings are not beautiful.,The butterfly wings are beautiful.,Yes
pretty,beautiful,The gold necklace is pretty.,The gold necklace is not beautiful.,The gold necklace is beautiful.,Yes
pretty,beautiful,The crystal vase is pretty.,The crystal vase is not beautiful.,The crystal vase is beautiful.,Yes
pretty,beautiful,The scenic overlook is pretty.,The scenic overlook is not beautiful.,The scenic overlook is beautiful.,Yes
pretty,beautiful,The flower petals are pretty.,The flower petals are not beautiful.,The flower petals are beautiful.,Yes
pretty,beautiful,The painted pottery is pretty.,The painted pottery is not beautiful.,The painted pottery is beautiful.,Yes
pretty,beautiful,The green meadow is pretty.,The green meadow is not beautiful.,The green meadow is beautiful.,Yes
pretty,beautiful,The new wallpaper is pretty.,The new wallpaper is not beautiful.,The new wallpaper is beautiful.,Yes
pretty,beautiful,The sunrise over the hills is pretty.,The sunrise over the hills is not beautiful.,The sunrise over the hills is beautiful.,Yes
pretty,beautiful,The hand-painted sign is pretty.,The hand-painted sign is not beautiful.,The hand-painted sign is beautiful.,Yes
primarily,exclusively,The residents are primarily Greek.,The residents are not exclusively Greek.,The residents are exclusively Greek.,Yes
primarily,exclusively,The food is primarily vegetarian.,The food is not exclusively vegetarian.,The food is exclusively vegetarian.,Yes
primarily,exclusively,The meeting is primarily about marketing.,The meeting is not exclusively about marketing.,The meeting is exclusively about marketing.,Yes
primarily,exclusively,The population is primarily young.,The population is not exclusively young.,The population is exclusively young.,Yes
primarily,exclusively,The landscape is primarily flat.,The landscape is not exclusively flat.,The landscape is exclusively flat.,Yes
primarily,exclusively,The movie is primarily a comedy.,The movie is not exclusively a comedy.,The movie is exclusively a comedy.,Yes
primarily,exclusively,The town is primarily rural.,The town is not exclusively rural.,The town is exclusively rural.,Yes
primarily,exclusively,The product is primarily organic.,The product is not exclusively organic.,The product is exclusively organic.,Yes
primarily,exclusively,The report is primarily focused on finance.,The report is not exclusively focused on finance.,The report is exclusively focused on finance.,Yes
primarily,exclusively,The company is primarily a tech firm.,The company is not exclusively a tech firm.,The company is exclusively a tech firm.,Yes
primarily,exclusively,The work is primarily manual.,The work is not exclusively manual.,The work is exclusively manual.,Yes
primarily,exclusively,The book is primarily historical.,The book is not exclusively historical.,The book is exclusively historical.,Yes
primarily,exclusively,The area is primarily residential.,The area is not exclusively residential.,The area is exclusively residential.,Yes
primarily,exclusively,The culture is primarily traditional.,The culture is not exclusively traditional.,The culture is exclusively traditional.,Yes
primarily,exclusively,The fabric is primarily cotton.,The fabric is not exclusively cotton.,The fabric is exclusively cotton.,Yes
primarily,exclusively,The region is primarily mountainous.,The region is not exclusively mountainous.,The region is exclusively mountainous.,Yes
primarily,exclusively,The discussion is primarily academic.,The discussion is not exclusively academic.,The discussion is exclusively academic.,Yes
primarily,exclusively,The team is primarily composed of engineers.,The team is not exclusively composed of engineers.,The team is exclusively composed of engineers.,Yes
primarily,exclusively,The policy is primarily focused on sustainability.,The policy is not exclusively focused on sustainability.,The policy is exclusively focused on sustainability.,Yes
primarily,exclusively,The market is primarily for luxury goods.,The market is not exclusively for luxury goods.,The market is exclusively for luxury goods.,Yes
primarily,exclusively,The food is primarily spicy.,The food is not exclusively spicy.,The food is exclusively spicy.,Yes
primarily,exclusively,The neighborhood is primarily quiet.,The neighborhood is not exclusively quiet.,The neighborhood is exclusively quiet.,Yes
primarily,exclusively,The project is primarily digital.,The project is not exclusively digital.,The project is exclusively digital.,Yes
primarily,exclusively,The city is primarily industrial.,The city is not exclusively industrial.,The city is exclusively industrial.,Yes
primarily,exclusively,The composition is primarily piano.,The composition is not exclusively piano.,The composition is exclusively piano.,Yes
primarily,exclusively,The campaign is primarily social media-based.,The campaign is not exclusively social media-based.,The campaign is exclusively social media-based.,Yes
primarily,exclusively,The group is primarily composed of students.,The group is not exclusively composed of students.,The group is exclusively composed of students.,Yes
primarily,exclusively,The town is primarily agricultural.,The town is not exclusively agricultural.,The town is exclusively agricultural.,Yes
primarily,exclusively,The lesson is primarily visual.,The lesson is not exclusively visual.,The lesson is exclusively visual.,Yes
primarily,exclusively,The film is primarily action-oriented.,The film is not exclusively action-oriented.,The film is exclusively action-oriented.,Yes
primarily,exclusively,The style is primarily modern.,The style is not exclusively modern.,The style is exclusively modern.,Yes
primarily,exclusively,The weather is primarily cold.,The weather is not exclusively cold.,The weather is exclusively cold.,Yes
primarily,exclusively,The country is primarily Christian.,The country is not exclusively Christian.,The country is exclusively Christian.,Yes
primarily,exclusively,The task is primarily collaborative.,The task is not exclusively collaborative.,The task is exclusively collaborative.,Yes
primarily,exclusively,The solution is primarily technological.,The solution is not exclusively technological.,The solution is exclusively technological.,Yes
primarily,exclusively,The book is primarily fictional.,The book is not exclusively fictional.,The book is exclusively fictional.,Yes
primarily,exclusively,The population is primarily immigrant.,The population is not exclusively immigrant.,The population is exclusively immigrant.,Yes
primarily,exclusively,The economy is primarily service-based.,The economy is not exclusively service-based.,The economy is exclusively service-based.,Yes
primarily,exclusively,The team is primarily international.,The team is not exclusively international.,The team is exclusively international.,Yes
primarily,exclusively,The country is primarily English-speaking.,The country is not exclusively English-speaking.,The country is exclusively English-speaking.,Yes
primarily,exclusively,The company is primarily e-commerce.,The company is not exclusively e-commerce.,The company is exclusively e-commerce.,Yes
primarily,exclusively,The product is primarily aimed at adults.,The product is not exclusively aimed at adults.,The product is exclusively aimed at adults.,Yes
primarily,exclusively,The relationship is primarily professional.,The relationship is not exclusively professional.,The relationship is exclusively professional.,Yes
primarily,exclusively,The festival is primarily about music.,The festival is not exclusively about music.,The festival is exclusively about music.,Yes
primarily,exclusively,The training is primarily hands-on.,The training is not exclusively hands-on.,The training is exclusively hands-on.,Yes
primarily,exclusively,The article is primarily research-based.,The article is not exclusively research-based.,The article is exclusively research-based.,Yes
primarily,exclusively,The neighborhood is primarily family-friendly.,The neighborhood is not exclusively family-friendly.,The neighborhood is exclusively family-friendly.,Yes
primarily,exclusively,The country is primarily democratic.,The country is not exclusively democratic.,The country is exclusively democratic.,Yes
primarily,exclusively,The diet is primarily plant-based.,The diet is not exclusively plant-based.,The diet is exclusively plant-based.,Yes
primarily,exclusively,The survey is primarily quantitative.,The survey is not exclusively quantitative.,The survey is exclusively quantitative.,Yes
primarily,exclusively,The lesson is primarily theoretical.,The lesson is not exclusively theoretical.,The lesson is exclusively theoretical.,Yes
primarily,exclusively,The exhibit is primarily artistic.,The exhibit is not exclusively artistic.,The exhibit is exclusively artistic.,Yes
primarily,exclusively,The staff is primarily female.,The staff is not exclusively female.,The staff is exclusively female.,Yes
primarily,exclusively,The sector is primarily focused on education.,The sector is not exclusively focused on education.,The sector is exclusively focused on education.,Yes
primarily,exclusively,The presentation is primarily visual.,The presentation is not exclusively visual.,The presentation is exclusively visual.,Yes
primarily,exclusively,The response was primarily positive.,The response was not exclusively positive.,The response was exclusively positive.,Yes
primarily,exclusively,The neighborhood is primarily urban.,The neighborhood is not exclusively urban.,The neighborhood is exclusively urban.,Yes
primarily,exclusively,The group is primarily casual.,The group is not exclusively casual.,The group is exclusively casual.,Yes
primarily,exclusively,The song is primarily jazz.,The song is not exclusively jazz.,The song is exclusively jazz.,Yes
primarily,exclusively,The style is primarily casual.,The style is not exclusively casual.,The style is exclusively casual.,Yes
primarily,exclusively,The economy is primarily export-driven.,The economy is not exclusively export-driven.,The economy is exclusively export-driven.,Yes
primarily,exclusively,The debate is primarily political.,The debate is not exclusively political.,The debate is exclusively political.,Yes
primarily,exclusively,The book is primarily educational.,The book is not exclusively educational.,The book is exclusively educational.,Yes
primarily,exclusively,The culture is primarily collective.,The culture is not exclusively collective.,The culture is exclusively collective.,Yes
primarily,exclusively,The dish is primarily seafood.,The dish is not exclusively seafood.,The dish is exclusively seafood.,Yes
primarily,exclusively,The community is primarily composed of seniors.,The community is not exclusively composed of seniors.,The community is exclusively composed of seniors.,Yes
primarily,exclusively,The approach is primarily scientific.,The approach is not exclusively scientific.,The approach is exclusively scientific.,Yes
primarily,exclusively,The room is primarily minimalist.,The room is not exclusively minimalist.,The room is exclusively minimalist.,Yes
primarily,exclusively,The neighborhood is primarily commercial.,The neighborhood is not exclusively commercial.,The neighborhood is exclusively commercial.,Yes
primarily,exclusively,The material is primarily synthetic.,The material is not exclusively synthetic.,The material is exclusively synthetic.,Yes
primarily,exclusively,The industry is primarily focused on technology.,The industry is not exclusively focused on technology.,The industry is exclusively focused on technology.,Yes
primarily,exclusively,The challenge is primarily mental.,The challenge is not exclusively mental.,The challenge is exclusively mental.,Yes
primarily,exclusively,The design is primarily minimalist.,The design is not exclusively minimalist.,The design is exclusively minimalist.,Yes
primarily,exclusively,The problem is primarily technical.,The problem is not exclusively technical.,The problem is exclusively technical.,Yes
primarily,exclusively,The film is primarily a drama.,The film is not exclusively a drama.,The film is exclusively a drama.,Yes
primarily,exclusively,The town is primarily tourist-oriented.,The town is not exclusively tourist-oriented.,The town is exclusively tourist-oriented.,Yes
primarily,exclusively,The solution is primarily cost-effective.,The solution is not exclusively cost-effective.,The solution is exclusively cost-effective.,Yes
primarily,exclusively,The style is primarily vintage.,The style is not exclusively vintage.,The style is exclusively vintage.,Yes
primarily,exclusively,The workshop is primarily for beginners.,The workshop is not exclusively for beginners.,The workshop is exclusively for beginners.,Yes
primarily,exclusively,The park is primarily used for recreation.,The park is not exclusively used for recreation.,The park is exclusively used for recreation.,Yes
primarily,exclusively,The device is primarily for gaming.,The device is not exclusively for gaming.,The device is exclusively for gaming.,Yes
primarily,exclusively,The recipe is primarily sweet.,The recipe is not exclusively sweet.,The recipe is exclusively sweet.,Yes
primarily,exclusively,The conversation was primarily about politics.,The conversation was not exclusively about politics.,The conversation was exclusively about politics.,Yes
primarily,exclusively,The city is primarily a tourist destination.,The city is not exclusively a tourist destination.,The city is exclusively a tourist destination.,Yes
primarily,exclusively,The policy is primarily focused on health.,The policy is not exclusively focused on health.,The policy is exclusively focused on health.,Yes
primarily,exclusively,The meeting was primarily strategic.,The meeting was not exclusively strategic.,The meeting was exclusively strategic.,Yes
primarily,exclusively,The design is primarily functional.,The design is not exclusively functional.,The design is exclusively functional.,Yes
primarily,exclusively,The product is primarily eco-friendly.,The product is not exclusively eco-friendly.,The product is exclusively eco-friendly.,Yes
primarily,exclusively,The environment is primarily natural.,The environment is not exclusively natural.,The environment is exclusively natural.,Yes
primarily,exclusively,The job is primarily remote.,The job is not exclusively remote.,The job is exclusively remote.,Yes
primarily,exclusively,The team is primarily focused on development.,The team is not exclusively focused on development.,The team is exclusively focused on development.,Yes
primarily,exclusively,The idea is primarily innovative.,The idea is not exclusively innovative.,The idea is exclusively innovative.,Yes
primarily,exclusively,The competition is primarily based on skill.,The competition is not exclusively based on skill.,The competition is exclusively based on skill.,Yes
primarily,exclusively,The research is primarily observational.,The research is not exclusively observational.,The research is exclusively observational.,Yes
primarily,exclusively,The solution is primarily preventative.,The solution is not exclusively preventative.,The solution is exclusively preventative.,Yes
primarily,exclusively,The service is primarily online.,The service is not exclusively online.,The service is exclusively online.,Yes
primarily,exclusively,The festival is primarily cultural.,The festival is not exclusively cultural.,The festival is exclusively cultural.,Yes
primarily,exclusively,The market is primarily for startups.,The market is not exclusively for startups.,The market is exclusively for startups.,Yes
primarily,exclusively,The business is primarily digital.,The business is not exclusively digital.,The business is exclusively digital.,Yes
primarily,exclusively,The class is primarily discussion-based.,The class is not exclusively discussion-based.,The class is exclusively discussion-based.,Yes
probably,necessarily,A delay will probably occur.,A delay will not necessarily occur.,A delay will necessarily occur.,Yes
probably,necessarily,The meeting will probably start late.,The meeting will not necessarily start late.,The meeting will necessarily start late.,Yes
probably,necessarily,The train will probably be delayed.,The train will not necessarily be delayed.,The train will necessarily be delayed.,Yes
probably,necessarily,She will probably call tomorrow.,She will not necessarily call tomorrow.,She will necessarily call tomorrow.,Yes
probably,necessarily,The weather will probably improve.,The weather will not necessarily improve.,The weather will necessarily improve.,Yes
probably,necessarily,He will probably arrive early.,He will not necessarily arrive early.,He will necessarily arrive early.,Yes
probably,necessarily,The event will probably be canceled.,The event will not necessarily be canceled.,The event will necessarily be canceled.,Yes
probably,necessarily,The package will probably arrive today.,The package will not necessarily arrive today.,The package will necessarily arrive today.,Yes
probably,necessarily,We will probably leave soon.,We will not necessarily leave soon.,We will necessarily leave soon.,Yes
probably,necessarily,The restaurant will probably be crowded.,The restaurant will not necessarily be crowded.,The restaurant will necessarily be crowded.,Yes
probably,necessarily,The results will probably be announced next week.,The results will not necessarily be announced next week.,The results will necessarily be announced next week.,Yes
probably,necessarily,The movie will probably be a hit.,The movie will not necessarily be a hit.,The movie will necessarily be a hit.,Yes
probably,necessarily,The book will probably be published soon.,The book will not necessarily be published soon.,The book will necessarily be published soon.,Yes
probably,necessarily,The project will probably take longer.,The project will not necessarily take longer.,The project will necessarily take longer.,Yes
probably,necessarily,The flight will probably be on time.,The flight will not necessarily be on time.,The flight will necessarily be on time.,Yes
probably,necessarily,They will probably send an update.,They will not necessarily send an update.,They will necessarily send an update.,Yes
